     diagonalizing the dynamical matrix ...

 q =       0.0000      0.0000      0.0000
 **************************************************************************
     freq (    1) =      -2.456023 [THz] =     -81.924122 [cm-1]
 (  0.000000   0.000000    -0.000000   0.000000     0.092059   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.039347   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.039378   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.092109   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.141556   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.141538   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.082368   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.058360   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.138841   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.058266   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.082421   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.147880   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.103912   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.047696   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.237737   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.237716   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.047637   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.103932   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.127897   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.048449   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.123922   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.123970   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.048442   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.135627   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.135639   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.043852   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.052614   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000    -0.052631   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.043821   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.119277   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.134204   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.119301   0.000000   )
 (  0.000000   0.000000    -0.000000   0.000000     0.091392   0.000000   )
