# e_f(eV)            FE(eV)             
     0.000000000000  -1208.931459686333
    -4.077784773755  -1217.087029233844
    -1.224832595075  -1214.234077055164
     1.717120786703  -1214.234077055164
     3.843294285340  -1216.360250553800
     4.705500000000  -1216.360250553800
